Smiles,Inchi Key
CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C(=O)O,UUBHZHZSIKRVIV-KCXSXWJSSA-N
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,STQGQHZAVUOBTE-VGBVRHCVSA-N
O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,HBDSHCUSXQATPO-BGBJRWHRSA-N
O=C(CCCCCCCC(=O)NCCO)NCCO,PAHZPHDAJQIETD-UHFFFAOYSA-N
Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,HMABYWSNWIZPAG-UHFFFAOYSA-N
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C,FKRSSPOQAMALKA-CUPIEXAXSA-N
COc1ccc2[nH]c(-c3ccccc3)c(CCNC(C)=O)c2c1,OFCLARYYBGKCHN-UHFFFAOYSA-N
Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,RZUOCXOYPYGSKL-GOSISDBHSA-N
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,GZKLJWGUPQBVJQ-UHFFFAOYSA-N
CCCCNC(=O)[C@@H]1Cc2ccccc2N1C(=O)[C@@H](N)CC,HAQIRIMIVLFYIX-ZFWWWQNUSA-N
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,XSIOKTWDEOJMGG-UHFFFAOYSA-O
CCCCCCCCCCCCCCCC[n+]1ccccc1,NEUSVAOJNUQRTM-UHFFFAOYSA-N
COc1cc(CNCCC2CCOCC2)ccc1Oc1cnc(C(N)=O)cn1,ZGCYVRNZWGUXNQ-UHFFFAOYSA-N
CN/C(=N\C#N)NCCSCc1[nH]cnc1C,AQIXAKUUQRKLND-UHFFFAOYSA-N
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,CEJLBZWIKQJOAT-UHFFFAOYSA-N
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,FVTWTVQXNAJTQP-UHFFFAOYSA-N
O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccc(O)cc1,PUPNJSIFIXXJCH-UHFFFAOYSA-N
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,UZVHFVZFNXBMQJ-UHFFFAOYSA-N
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,DYNHJHQFHQTFTP-UHFFFAOYSA-N
Cc1ncc(C)n2nc([C@@H]3C[C@H]3c3nc4c5cccnc5ccn4c3C)nc12,ZLHNYULRKIEGAY-HZPDHXFCSA-N
NCCc1ccc(O)c(O)c1,VYFYYTLLBUKUHU-UHFFFAOYSA-N
CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IZTQOLKUZKXIRV-YRVFCXMDSA-N
NC(=S)N/N=C/c1ccncc1,QTSJJDIDTYFLFC-BJMVGYQFSA-N
COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,DNTVJEMGHBIUMW-IBGZPJMESA-N
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,NDAZATDQFDPQBD-UHFFFAOYSA-N
Cc1cc(Nc2ccc(F)c(C[C@@]3(C(=O)O)CCN(Cc4cccc(Cl)c4F)[C@H](C)C3)n2)n[nH]1,YQQZZYYQTCPEAS-OYLFLEFRSA-N
O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,VIUAUNHCRHHYNE-JTQLQIEISA-N
CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,PHWHNHYZZNJPLB-QMMMGPOBSA-N
O=C1c2ccccc2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,FFGSXKJJVBXWCY-UHFFFAOYSA-N
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,FVTWTVQXNAJTQP-UHFFFAOYSA-N
CCc1ccc(/C=C/C(=O)Nc2ccc(C(C)=O)cc2)o1,SPTWXRJNCFIDRQ-ZHACJKMWSA-N
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCNCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O,WUJVPODXELZABP-FWJXURDUSA-N
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,WVTKBKWTSCPRNU-KYJUHHDHSA-N
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,PFWLFWPASULGAN-UHFFFAOYSA-N
CC(=O)N[C@@H](CC(C)C)C(=O)O,WXNXCEHXYPACJF-ZETCQYMHSA-N
CC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,VBHVOHJOTMCSBQ-UHFFFAOYSA-N
NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHQKHXJPWDSTPY-UHFFFAOYSA-N
CCOC(=O)c1ccc(N)cc1,BLFLLBZGZJTVJG-UHFFFAOYSA-N
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,MVZGYPSXNDCANY-UHFFFAOYSA-N
O=C(Nc1nnn[nH]1)c1cncc(N2CCCC2)n1,LUJDHCXCWJFNOJ-UHFFFAOYSA-N
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,VWFCHDSQECPREK-LURJTMIESA-N
CCn1c2ccccc2c2cc(CNCc3ccccc3OC)ccc21,FIOIJUCPVZEPFX-UHFFFAOYSA-N
O=C(NCC(=O)N1CCCC1)Nc1ccc2cnccc2c1,DMIDPTCQPIJYFE-UHFFFAOYSA-N
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,VHFGEBVPHAGQPI-LXKZPTCJSA-N
O=C(O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1,LMPZHLXYBWGGNT-UHFFFAOYSA-N
O=c1[nH]cnc2ccccc12,QMNUDYFKZYBWQX-UHFFFAOYSA-N
N=C(N=C(N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)N=C(N)Nc1ccc(Cl)cc1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-VIFPVBQESA-N
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,PQXGNJKJMFUPPM-UHFFFAOYSA-N
Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(C#N)cc2)cn1,RRZVGDGTWNQAPW-UHFFFAOYSA-N
COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,OSXFATOLZGZLSK-UHFFFAOYSA-N
NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,PNMUAGGSDZXTHX-BYPYZUCNSA-N
N=C(N)NCCNS(=O)(=O)c1cccc2cnccc12,MZNDNBFMSVMUCX-UHFFFAOYSA-N
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,NSYZCCDSJNWWJL-YXOIYICCSA-N
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,LPAUOXUZGSBGDU-STDDISTJSA-N
CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1,KLRRGBHZCJLIEL-UHFFFAOYSA-N
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,JEMJAABFSYOLAP-UHFFFAOYSA-N
CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,XGWATTXMMMANFJ-UHFFFAOYSA-N
NS(=O)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,ODKNJVUHOIMIIZ-RRKCRQDMSA-N
O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,HPTXLHAHLXOAKV-INIZCTEOSA-N
Cc1c(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)ccc(C#N)c1Cl,KEJORAMIZFOODM-PWSUYJOCSA-N
COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1,NNBGCSGCRSCFEA-UHFFFAOYSA-N
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],OUBCNLGXQFSTLU-UHFFFAOYSA-N
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N
C[C@@]12N[C@@H](Cc3ccccc31)c1ccccc12,LBOJYSIDWZQNJS-JKSUJKDBSA-N
Nn1cnc2cc3ccccc3cc2c1=O,CZXUQBVMAUWSBX-UHFFFAOYSA-N
NCCC(O)(P(=O)(O)O)P(=O)(O)O,WRUUGTRCQOWXEG-UHFFFAOYSA-N
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C/c1cccc[n+]1CC,QLYHOWIZHHZGPV-XUTLUUPISA-N
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,IXWNTLSTOZFSCM-YVACAVLKSA-N
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,DBABZHXKTCFAPX-UHFFFAOYSA-N
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,SEEPANYCNGTZFQ-UHFFFAOYSA-N
NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,QLRRJMOBVVGXEJ-XHSDSOJGSA-N
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,XTRUQJBVQBUKSQ-UHFFFAOYSA-N
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,QJERBBQXOMUURJ-INIZCTEOSA-N
COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,TXZPMHLMPKIUGK-UHFFFAOYSA-N
NCCNCCNCCN,VILCJCGEZXAXTO-UHFFFAOYSA-N
Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,SOYCMDCMZDHQFP-UHFFFAOYSA-N
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DRHKJLXJIQTDTD-OAHLLOKOSA-N
NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,MPUQHZXIXSTTDU-QXGSTGNESA-N
O=C(/C=C/c1ccc2ccc(C(F)(F)F)cc2n1)c1ccncc1,IAJOMYABKVAZCN-AATRIKPKSA-N
O=C(O)CCC/C=C\C[C@@H]1CO[C@H](C(F)(F)F)O[C@@H]1c1ccccc1O,ZWAVGFSZMACJHA-PMNBYGLBSA-N
O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,LDXDSHIEDAPSSA-OAHLLOKOSA-N
Cc1ncc(CO)c(CO)c1O,LXNHXLLTXMVWPM-UHFFFAOYSA-N
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,AOCCBINRVIKJHY-UHFFFAOYSA-N
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,XSBSKEQEUFOSDD-UHFFFAOYSA-N
c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,WEEYMMXMBFJUAI-UHFFFAOYSA-N
O=c1[nH]cnc2ccccc12,QMNUDYFKZYBWQX-UHFFFAOYSA-N
CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1,COOGVHJHSCBOQT-MRVPVSSYSA-N
O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,MUOKSQABCJCOPU-UHFFFAOYSA-N
O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,BYFMCKSPFYVMOU-UHFFFAOYSA-N
Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,ZZQNEJILGNNOEP-UHFFFAOYSA-N
O=C(CCCO)NCCO,MFHPPMMWHSHDSI-UHFFFAOYSA-N
COc1ccc(-c2csc(NC(=O)[C@H]3CCCCN3S(=O)(=O)c3ccc(C)cc3)n2)cc1,OXQNLLVUVDAEHC-OAQYLSRUSA-N
COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,OCBMECSFDVUYQN-ROUUACIJSA-N
CC(C)(O)[C@H]1CC[C@@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1,QMNWISYXSJWHRY-AUJDEUPOSA-N
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1OCCN(C)C,JRNUKVFYILMMLX-UHFFFAOYSA-N
Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,PUKBOVABABRILL-YZNIXAGQSA-N
Cc1cc(OCc2nc(-c3ccccc3Cl)cs2)ccc1OCC(=O)O,FONSSTYHKIFEBM-UHFFFAOYSA-N
OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,WLLOFQROROXOMO-GOSISDBHSA-N
S=C=Nc1cccc(C2(N3CCCCC3)CCCCC2)c1,FGSGBQAQSPSRJK-UHFFFAOYSA-N
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,AUNGANRZJHBGPY-SCRDCRAPSA-N
CN(NO)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,LUNQAAUVSFIVKD-GKHCUFPYSA-N
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,JBPUGFODGPKTDW-SFHVURJKSA-N
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,JARNORYOPMINDY-UHFFFAOYSA-N
NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,IIRWNGPLJQXWFJ-KRWDZBQOSA-N
COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,QFNHIDANIVGXPE-FNZWTVRRSA-N
Nc1c[n+](N2CCOCC2)no1,XZYRDNUZENBYFI-UHFFFAOYSA-N
Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)[nH]n1,SQSZANZGUXWJEA-UHFFFAOYSA-N
CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,LQHDJQIMETZMPH-ZBFHGGJFSA-N
Cc1ccc(CNc2ncnc3ccc(-c4ccc(CO)o4)cc23)o1,ROCFOIBAEVAOLQ-UHFFFAOYSA-N
CNC(=O)c1cc2c(cn1)[nH]c1ccccc12,QMCOPDWHWYSJSA-UHFFFAOYSA-N
Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N
COc1ccc(Oc2cc(NCCC(F)(F)F)c3ncc(-c4ccc(C(=O)NC5CC5)c(C)c4)n3n2)c(F)c1F,WNEILUNVMHVMPH-UHFFFAOYSA-N
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,HCYFGRCYSCXKNQ-UHFFFAOYSA-N
C[N+](C)(C)NCCC(=O)O,PVBQYTCFVWZSJK-UHFFFAOYSA-O
C=CC(=O)N1CCN(C(=O)CNc2cc(I)c(Cl)cc2O)CC1,JFIFBWVNHLXJFY-UHFFFAOYSA-N
C[C@H](N)C(=O)N[C@@]1(C(=O)O)C[C@@H](Sc2nnc[nH]2)[C@H]2[C@H](C(=O)O)[C@H]21,BBGHHIUQOKQCBW-LDZWZCGGSA-N
Cc1o[nH]c(=O)c1C[C@H](N)C(=O)O,UUDAMDVQRQNNHZ-YFKPBYRVSA-N
CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,SAYGKHKXGCPTLX-UHFFFAOYSA-N
COC(=O)c1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1,BBAOKSZCULLDIW-UHFFFAOYSA-N
O=C(O)c1ccccc1NCCc1ccccc1,HLNLBEFKHHCAMV-UHFFFAOYSA-N
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,FUXVKZWTXQUGMW-FQEVSTJZSA-N
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,CEIJFEGBUDEYSX-FZDBZEDMSA-N
C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,MGZKYOAQVGSSGC-DLBZAZTESA-N
COc1ccc(C(NC(=O)c2cnc(-c3cccnn3)[nH]c2=O)c2ccc(OC)cc2)cc1,WXLPERVDMILVIF-UHFFFAOYSA-N
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,MWULMTACIBZPGN-UHFFFAOYSA-N
CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1,MNHXYNNKDDXKNP-UHFFFAOYSA-N
NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,ROFVXGGUISEHAM-UHFFFAOYSA-N
Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,WXHHICFWKXDFOW-BJMVGYQFSA-N
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O,CZGUSIXMZVURDU-FCWOTDAASA-N
Clc1cnccn1,GELVZYOEQVJIRR-UHFFFAOYSA-N
CCCCCCCC(=O)c1ccc(O)c(C(=O)O)c1,IXIGWKNBFPKCCD-UHFFFAOYSA-N
CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC,OYSKUZDIHNKWLV-PRUAPSLNSA-N
CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1,NGQPRVWTFNBUHA-UHFFFAOYSA-N
COc1oc(=O)c2cc(N)ccc2c1Cl,AMDGKLWVCUXONP-UHFFFAOYSA-N
c1ccc(CNc2ncnc3nc[nH]c23)cc1,NWBJYWHLCVSVIJ-UHFFFAOYSA-N
CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O,WIKGAEMMNQTUGL-SNVBAGLBSA-N
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,PJSFRIWCGOHTNF-UHFFFAOYSA-N
CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,ZEUXAIYYDDCIRX-UHFFFAOYSA-N
COc1cc(OC)c(OC)cc1C=O,IAJBQAYHSQIQRE-UHFFFAOYSA-N
Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,KYWWJENKIMRJBI-UHFFFAOYSA-N
CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,UPWGQKDVAURUGE-KTKRTIGZSA-N
OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-JVCRWLNRSA-N
C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,QKDCLUARMDUUKN-XMMPIXPASA-N
Fc1ccc(-c2[nH]c(-c3c(F)cccc3F)nc2-c2ccncc2)cc1,TWPJJJZCYVFUOA-UHFFFAOYSA-N
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,XHEFDIBZLJXQHF-UHFFFAOYSA-N
OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N
Cc1c(F)cccc1NC(=O)Nc1ccc(Cl)c(S(=O)(=O)[C@H]2CCCNC2)c1O,NGYNBSHYFOFVLS-LBPRGKRZSA-N
Cc1cccc(C)c1NC(=O)/N=C1/CCCN1C,PAXRPWSXCPTPCA-QINSGFPZSA-N
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,RJQXTJLFIWVMTO-TYNCELHUSA-N
O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,FPYJSJDOHRDAMT-KQWNVCNZSA-N
OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,PDMUGYOXRHVNMO-UHFFFAOYSA-N
COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N
O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ccc(-c2ccccc2)cn1,QESQGTFWEQMCMH-UHFFFAOYSA-N
CCCCOc1ccc(CC/C=C2\SC(=O)N(CCN)C2=O)cc1,MPZXLTZVPUSTFY-SOFYXZRVSA-N
Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N
CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,YCVGLKWJKIKVBI-MJGOQNOKSA-N
O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2ccccc2)CC1,WPKPLSFHHBBLRY-UHFFFAOYSA-N
C=CC(=O)Nc1cc(C)ccc1Nc1nc(Nc2cc(OC)ncc2C)ncc1C(F)(F)F,ILUKRINUNLAVMH-UHFFFAOYSA-N
CCCCCCOC(=O)CCC(=O)CN,RYQOILLJDKPETL-UHFFFAOYSA-N
CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,VKXWOLCNTHXCLF-DXEZIKHYSA-N
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CXQHYVUVSFXTMY-UHFFFAOYSA-N
O=C(O)C(=O)CBr,PRRZDZJYSJLDBS-UHFFFAOYSA-N
CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,BXNMTOQRYBFHNZ-UHFFFAOYSA-N
N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,ZJHZBDRZEZEDGB-UHFFFAOYSA-N
Fc1ccc(CN2CCC(Nc3ccc(C(F)(F)F)nn3)CC2)cc1F,UVUYWJWYRLJHEN-UHFFFAOYSA-N
Cc1nccc2c1[nH]c1ccccc12,PSFDQSOCUJVVGF-UHFFFAOYSA-N
Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,SFOVDSLXFUGAIV-UHFFFAOYSA-N
Cc1[nH]c2ccccc2c1C[C@@H](NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,RVWNMGKSNGWLOL-GIIHNPQRSA-N
CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,KAQKFAOMNZTLHT-OZUDYXHBSA-N
Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,SKTFQHRVFFOHTQ-UHFFFAOYSA-N
CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12,VUWXAQFLTSBUDB-UHFFFAOYSA-N
O=S(=O)(O)c1cc(O)ccc1O,IKQCSJBQLWJEPU-UHFFFAOYSA-N
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,WHQCHUCQKNIQEC-UHFFFAOYSA-N
N[C@@H](COP(=O)(O)O)C(=O)O,BZQFBWGGLXLEPQ-REOHCLBHSA-N
CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,SGXXNSQHWDMGGP-IZZDOVSWSA-N
