Smiles
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1
COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl
CC(C)(N)CC12CC3CC(CC(C3)C1)C2
Brc1cncc(c1)C(=O)N1CCC(CC1)N1CCCC1
COc1ccc2[nH]c(cc2c1)C(=O)c1ccccc1
Cc1nc[nH]c1CN1CCc2c(C1=O)c1ccccc1n2C
CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1
CNC(=O)c1cc(Oc2ccc(Nc3ncc(F)c(Nc4cccc(NC(=O)C=C)c4)n3)cc2)ccn1
Nc1ccc(cc1)S(=O)(=O)O[Zn]OS(=O)(=O)c1ccc(N)cc1
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
CC(C)OC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O
Cc1cc(Cl)ccc1OCCCC(=O)NO
Cn1cc(cn1)-c1ccc2nnc(n2n1)C(F)(F)c1ccc2ncccc2c1
C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(s1)C(=O)Nc1cc(c(Cl)cn1)C(F)(F)F
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(O)(O)=O)c4n3)n2)cc(OC)c1OC
O=C\C=C\c1ccccc1
Cc1cc(\C=C2/SC(=O)N(C2=O)c2ccccc2)c(C)n1-c1cccnc1
CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C
CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31
C[n+]1c2cc(N)ccc2cc2ccc(N)cc12
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
Cc1c(O)c(=O)ccn1C
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(N)=N)cc2)cc1
CCCCc1ccc(O)cc1O
NC(=O)c1ccc(cc1Cl)[N+]([O-])=O
O[C@@H](CNCCOc1ccc(OCC(O)=O)cc1)COc1ccccc1
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1
Nc1nc(N)c2nc(cnc2n1)-c1cccc(O)c1
Fc1ccc(CN2CCC(CC2)Nc2ccc(nn2)C(F)(F)F)cc1F
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1
CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Sc3cccc(NC(=O)C=C)c3)n2)cc1
CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(Br)c2c(N)ncnc12
Nc1nc2n(CC3CC3)c(=O)n(CC3CC3)c(=O)c2[nH]1
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1ccc(Cl)c(Cc2ccc(OCCOC3CC3)cc2)c1
Cc1cc(C)c(\C=C2/C(=O)Nc3ccccc23)[nH]1
CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
OC(=O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1
Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
O[C@H]1CC[C@@H](CC1)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CCOC3)c2n1
CC(=O)Nc1cccc(Nc2ncnc(n2)N2CCC(CC2)OCc2ccc(OC(F)(F)F)cc2)c1C
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
O=c1[nH]ccc2cc(OC3CCNCC3)ccc12
NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl
OC(=O)c1ccccc1OC(=O)c1ccccc1O
CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
OC(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1
NS(=O)(=O)c1nn2cc(nc2s1)-c1ccccc1
COc1cc(OC)c(Cl)c(c1Cl)-c1ccc2nc(N[C@@H]3COCC[C@@H]3NC(=O)C=C)ncc2c1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12
Cc1ccc2c(oc3c(CC(O)=O)cccc3c2=O)c1C
NC(=O)N\N=C\c1ccc(Oc2ccc(F)cc2)cc1
Cn1cc(cn1)-c1cc(Oc2cc(F)c(NC(=O)C3(CC3)C(=O)Nc3ccccc3)cc2F)ccn1
CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1
COc1ccc2nc3ccc(Cl)cc3c(SCCCN)c2c1
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
NCCCC[C@H](N)C(O)=O
CC(C)c1ccc2c(CC[C@H]3[C@](C)(CN)CCC[C@]23C)c1
COc1ccc2c(C)c3-c4cc(OC)c(OC)cc4CC[n+]3cc2c1OC
C\C(CO)=C/CNc1ncnc2nc[nH]c12
Cc1ccc(CNc2ncnc3ccc(cc23)-c2ccc(CO)o2)o1
COc1cc2nc(nc(NC3CCCCCC3)c2cc1OC)N1CCC(CC1)N1CCCCC1
OC(=O)C(=C\c1ccc(O)cc1)\C#N
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(cc23)S(=O)(=O)N(C)C)CC1
COc1cccc(c1)C(=O)COc1ccc(Cc2sc(O)nc2O)cc1
CN1C(=O)\C(=C2\C(=O)Nc3ccccc23)c2ccccc12
Cc1c(CC(C)(C)C(O)=O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1
Oc1c(Cl)cc(Cl)c2cccnc12
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O
Cc1cc(C)c2c(N)c(sc2n1)C(=O)NCc1ccc(Cl)cc1
CC(C)CNc1nc(cn2c(cnc12)-c1ccc(cc1)C(=O)NC1CC1)-c1cccc2ncccc12
Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1
CCN(CCCc1ccccc1)CCCc1ccccc1
O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1
Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1
CNc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
COC([C@H](Oc1nc(C)cc(C)n1)C(O)=O)(c1ccccc1)c1ccccc1
CCCCCCCCCCCCCCCCCCCCCCO
COc1cc(N)c(Cl)cc1C(=O)OCCN1CCCCC1
CN1CCN(CC1)c1ncc(c(N)n1)-c1cc(Cl)cc(Cl)c1Cl
Fc1ccc(cc1)C(=O)C1CCN(CCCCc2ccccc2)CC1
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO
CN[C@H](CNC(=O)N1CCC[C@H](C1)[C@@H](OCCNC(=O)OC)c1cccc(Cl)c1)C[C@H]1CCCOC1
C1C[C@@H](Nc2nc3ccccc3[nH]2)c2ccccc2C1
Cc1cnc(c[n+]1[O-])C(O)=O
CCc1ccc(cc1)N(CC(C)C)S(=O)(=O)c1ccc(OCC2CCOCC2)c(CO)c1
Cc1cnc2c(NCCN)nc3ccc(C)cc3n12
CNC(=O)CN1CCC(CC1)Oc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC
COc1ccc(\C=C/c2cc(OC)c(OC)c(OC)c2)cc1OP(O)(O)=O
CCCc1c(O)c(ccc1SCCCOc1ccc(C(C)=O)c(OCCCC(O)=O)c1CCC)C(C)=O
CCn1c2cc(Cl)c(Cl)cc2[nH]c1=O
